title,author,publisher,price,rating,ratings_count
The Critter and Other Dogs,Albert Payson Terhune,Good Press,2.31,4.9,2
The Zincali: An Account of the Gypsies of Spain,Borrow George,Good Press,2.31,2.8,16
The Privateersman,Frederick Marryat,Good Press,0.57,4.9,5
The Man from Snowy River and Other Verses,Andrew Barton 'Banjo' Paterson,Good Press,2.31,2.65,3
The Zincali: An Account of the Gypsies of Spain,Borrow George,Good Press,2.31,2.8,4
The Yellow Hunchback,Fergus  Hume,Good Press,2.31,5.0,14
Whiteladies,Mrs. Oliphant,Good Press,0.57,1.06,2
The Political Institutions of the Ancient Greeks,Basil Edward Hammond,Good Press,0.57,3.1,5
The Disagreeable Woman: A Social Mystery,Horatio Jr. Alger,Good Press,0.57,4.11,1
The White Prior,Fergus  Hume,Good Press,2.31,4.0,1
Spooky Hollow,Carolyn Wells,Good Press,2.31,3.74,38
More Educated Evans,Edgar Wallace,Good Press,2.31,4.0,53
The Life Story of an Old Rebel,John Denvir,Good Press,2.89,4.4,2
The Spoilers,Rex Beach,Good Press,0.57,4.8,5
Beyond the Black River,Robert E. Howard,Good Press,2.31,3.8,24
Hospital Transports,Frederick Law Olmsted,Good Press,2.31,4.7,1
The Sisters — Complete,Georg Ebers,Good Press,0.57,4.1,11
"""Buffalo Bill"" from Prairie to Palace",John M. Burke,Good Press,0.57,1.9,18
What a Young Husband Ought to Know,Stall Sylvanus,Good Press,2.31,5.0,1
Piping Hot! (Pot-Bouille),Émile Zola,Good Press,0.57,5.0,1
The Martyr of the Catacombs,James De Mille,Good Press,2.31,3.35,1
The Whispering Lane,Fergus  Hume,Good Press,2.31,2.11,1
"Expositions of Holy Scripture: Genesis, Exodus, Leviticus and Numbers",Alexander Maclaren,Good Press,2.31,2.7,1
The Picture of Dorian Gray,Oscar Wilde,Good Press,0.57,3.5,1
"Bushido, the Soul of Japan",Inazo Nitobe,Good Press,2.31,5.0,1
The Old English Baron,Clara Reeve,Good Press,2.31,3.4,1
The Life of Trust,George Muller,Good Press,2.31,4.41,4
The Sorceress (complete),Mrs. Oliphant,Good Press,2.31,5.0,4
Amiel's Journal: The Journal Intime of Henri-Frédéric Amiel,Henri Frédéric Amiel,Good Press,2.31,2.0,1
The Last Days of Pompeii,Edward Bulwer Lytton Baron Lytton,Good Press,0.57,3.3,3
The Beauty of the Purple,William Stearns Davis,Good Press,2.31,1.4,1
The Autocracy of Mr. Parham,H.G. Wells,Good Press,2.31,4.46,1
Unconscious Memory,Samuel Butler,Good Press,0.57,3.06,4
Principles of Political Economy,Arthur Latham Perry,Good Press,2.31,5.0,1
"The adventures of Hernan Cortes, the conqueror of Mexico",Francis L. Hawks,Good Press,0.57,3.9,2
The Blithedale Romance,Nathaniel Hawthorne,Good Press,2.31,3.6,7
The Land That Time Forgot,Edgar Rice Burroughs,Good Press,2.31,2.9,1
Smoke Bellew,Jack London,Good Press,2.31,4.8,5
McGuffey's Eclectic Spelling Book,Alexander H. McGuffey,Good Press,2.31,2.7,1
When All the Woods Are Green,S. Weir Mitchell,Good Press,0.57,3.62,52
Sanitary Statistics of Native Colonial Schools and Hospitals,Florence Nightingale,Good Press,2.31,3.1,18
Old Friends and New,Sarah Orne Jewett,Good Press,0.57,2.3,1
The American Senator,Anthony Trollope,Good Press,2.31,4.8,2
The Phantom Launch,Aidan de Brune,Good Press,2.31,2.5,2
The Adventure of Wisteria Lodge,Arthur Conan Doyle,Good Press,0.57,4.65,7
Hedda Gabler,Henrik Ibsen,Good Press,2.31,4.5,4
On the Decay of the Art of Lying,Mark Twain,Good Press,0.57,3.5,11
1811 Dictionary of the Vulgar Tongue,Francis Grose,Good Press,0.57,3.5,24
The 2006 CIA World Factbook,United States. Central Intelligence Agency,Good Press,2.89,3.7,1
The Marrow of Tradition,Charles W. Chesnutt,Good Press,0.57,4.9,2
The Historical Child,Oscar Chrisman,Good Press,0.57,3.3,1
"The History of Freedom, and Other Essays",John Emerich Edward Dalberg Acton Baron Acton,Good Press,2.31,3.79,133
The Devil's Dictionary,Ambrose Bierce,Good Press,2.31,3.73,1
The Chronology of Ancient Kingdoms Amended,Isaac Newton,Good Press,2.31,4.35,153
The Babylonian Legends of the Creation,E. A. Wallis Sir Budge,Good Press,2.31,4.1,5
A History of Literary Criticism in the Renaissance,Joel Elias Spingarn,Good Press,2.31,4.8,1
The Sea-Wolf,Jack London,Good Press,2.31,2.8,1
The Harp of God: Proof Conclusive That Millions Now Living Will Never Die,J. F. Rutherford,Good Press,2.31,4.5,4
The Secret Service Submarine,Thorne Guy,Good Press,0.57,5.0,1
Manx Fairy Tales,Sophia Morrison,Good Press,2.31,4.8,4
The Condition of the Working-Class in England in 1844 with a Preface written in 1892,Friedrich Engels,Good Press,2.31,2.8,1
To the Last Man,Zane Grey,Good Press,0.57,3.5,1
The Complete Poetical Works of Henry Wadsworth Longfellow,Henry Wadsworth Longfellow,Good Press,2.31,5.0,20
Vignettes: A Miniature Journal of Whim and Sentiment,Hubert Crackanthorpe,Good Press,2.31,2.6,5
Henry Smeaton,G. P. R. James,Good Press,0.57,3.6,1
Chaucer for Children: A Golden Key,Geoffrey Chaucer,Good Press,0.57,4.25,1
The Oldest Code of Laws in the World,King of Babylonia Hammurabi,Good Press,2.31,4.25,98
"Old Europe's Suicide; or, The Building of a Pyramid of Errors",Christopher Birdwood Baron Thomson,Good Press,0.57,3.8,1
"A Treatise on the Diseases Produced By Onanism, Masturbation, Self-Pollution, and Other Excesses",L. Deslandes,Good Press,2.31,4.03,12
"The Elements of Drawing, in Three Letters to Beginners",John Ruskin,Good Press,2.31,4.1,17
"Notes on Nursing: What It Is, and What It Is Not",Florence Nightingale,Good Press,2.31,3.32,1
In His Steps,Charles M. Sheldon,Good Press,0.57,4.1,11
A Journey to the Western Islands of Scotland,Samuel Johnson,Good Press,2.31,3.6,3
Painted Veils,James Huneker,Good Press,0.57,3.8,26
"Anecdotes about Authors, and Artists",John Timbs,Good Press,0.57,3.9,80
Aeschylus' Prometheus Bound and the Seven Against Thebes,Aeschylus,Good Press,2.31,3.9,106
"Human, All Too Human: A Book for Free Spirits",Friedrich Wilhelm Nietzsche,Good Press,2.31,5.0,1
The Plunderer,Henry Oyen,Good Press,0.57,1.7,1
The Princess of Cleves,Madame de la Fayette,Good Press,2.31,2.98,2
"Seneca's Morals of a Happy Life, Benefits, Anger and Clemency",Lucius Annaeus Seneca,Good Press,2.31,5.0,1
Rome in 1860,Edward Dicey,Good Press,0.57,2.5,1
Essays and Lectures,Oscar Wilde,Good Press,2.31,3.3,2
The Discovery of Witches,Matthew Hopkins,Good Press,2.31,4.8,9
The Home at Greylock,E. Prentiss,Good Press,2.31,3.7,10
Ethics,Benedictus de Spinoza,Good Press,0.57,4.8,17
"White Jacket; Or, The World on a Man-of-War",Herman Melville,Good Press,0.57,4.2,19
English Men of Letters: Crabbe,Alfred Ainger,Good Press,0.57,4.2,50
"Historical Record of the Sixth, or Inniskilling Regiment of Dragoons",Cannon Richard,Good Press,2.31,4.2,5
Sir Isaac Brock,Hugh S. Eayrs,Good Press,0.57,2.1,1
The Life of Buddha and Its Lessons,Henry Steel Olcott,Good Press,2.31,3.23,1
Thoughts on the Religious Instruction of the Negroes of this Country,William S. Plumer,Good Press,2.31,5.0,1
Light Ahead for the Negro,Edward A. Johnson,Good Press,2.31,2.1,1
The Adventure of the Red Circle,Arthur Conan Doyle,Good Press,2.31,5.0,1
Maw's Vacation,Emerson Hough,Good Press,0.57,4.5,3
The Book of Tea,Kakuzo Okakura,Good Press,0.57,3.8,13
"Wild Youth, Complete",Gilbert Parker,Good Press,0.57,2.5,1
American Cookery,Amelia Simmons,Good Press,0.57,2.6,1
"Ars Amatoria; or, The Art Of Love",Ovid,Good Press,2.31,5.0,4
West African Folk-Tales,Various Authors  ,Good Press,2.31,3.6,107
The Poems of Sappho: An Interpretative Rendition into English,Sappho,Good Press,0.57,3.4,2
"Mr. Durant of Salt Lake City, ""That Mormon""",Ben. E. Rich,Good Press,2.31,5.0,1
"The Diving Bell; Or, Pearls to be Sought for",Francis C. Woodworth,Good Press,0.57,2.35,1
Confessions and Criticisms,Julian Hawthorne,Good Press,0.57,5.0,1
In Kedar's Tents,Henry Seton Merriman,Good Press,2.31,3.5,30
Queer Luck: Poker Stories from the New York Sun,David A. Curtis,Good Press,2.31,3.4,1
Illustrations of The Book of Job,William Blake,Good Press,2.31,3.8,1
The Natural History of Wiltshire,John Aubrey,Good Press,2.31,2.4,5
The Siege and Conquest of the North Pole,Bryce George,Good Press,2.31,4.3,10
Sir Robert's Fortune,Mrs. Oliphant,Good Press,0.57,4.3,1
The Works of William Harvey M.D,William  Harvey,Good Press,2.31,3.3,2
To Infidelity and Back,Henry F. Lutz,Good Press,0.57,3.78,89
William Harvey and the Discovery of the Circulation of the Blood,Thomas Henry Huxley,Good Press,2.31,4.0,2
The Black Tortoise,Sparre Christian,Good Press,2.31,3.38,10
"History of the United Netherlands, 1597-98",John Lothrop Motley,Good Press,2.31,2.9,4
Lessons in the Small Catechism of Dr. Martin Luther,"Martin Luther, George Mezger",Good Press,2.31,4.4,3
The Vagabond,Colette,e-artnow,2.31,2.2,1
Chéri,Colette,e-artnow,2.31,1.8,1
Claudine at School,Colette,e-artnow,2.31,3.96,3
Gigi,Colette,e-artnow,2.31,5.0,1
A Dictionary of English Synonymes and Synonymous or Parallel Expressions,Soule Richard,Good Press,2.31,3.6,18
The Treasure of Hidden Valley,Willis George Emerson,Good Press,2.31,3.4,26
Thy Servant a Dog,Rudyard Kipling,Good Press,2.31,2.1,1
Brewster's Millions,George Barr McCutcheon,Good Press,2.31,3.9,4
Civilisation,Edward Carpenter,Good Press,2.31,5.0,1
The Harvest of Ruskin,John W. Graham,Good Press,0.57,3.5,1
We Do Not Understand with the Mind,Géraldine Kunz,novum publishing,15.06,1.0,1
The Joyful Delaneys,Hugh Walpole,Good Press,2.31,4.2,6
My Robin,Frances Hodgson Burnett,Good Press,2.31,4.2,36
Bing 兵,Josef Mondl,novum publishing,23.18,3.3,11
Formulating high-performance coatings,"Martin Winkler, Ulrich Poth",Lack in Vincentz GmbH & Co KG,230.73,4.5,1
Omnibuses and cabs,Henry Charles Moore,Good Press,2.31,4.54,1
Gold Elsie,E. Marlitt,Good Press,2.31,5.0,1
"The History of Trade Unionism (Revised edition, extended to 1920)","Beatrice Webb, Sidney Webb",Good Press,2.31,3.38,12
Constitution of California,State of California,Good Press,2.31,1.6,4
Union and Communion,J. Hudson Taylor,Good Press,2.31,5.0,1
Second State of the Union Address,Theodore  Roosevelt,Good Press,2.31,3.6,2
A Soldier and a Gentleman,Talbot Mundy,Good Press,2.31,3.8,1
The Sources and Analogues of 'A Midsummer-Night's Dream',Sidgwick Frank,Good Press,2.31,4.05,78
The Need of Money,Booth Tarkington,Good Press,2.31,3.93,14
The Art of Modeling Flowers in Wax,George Worgan,Good Press,2.31,5.0,19
Iran Constitution of 1906,Government of Iran,Good Press,2.31,3.2,15
Young Robin Gray,Bret Harte,Good Press,2.31,3.0,1
On the Generation of Animals,Aristotle,Good Press,2.31,3.2,2
The Antiquities of the Jews,Josephus,Good Press,2.31,4.01,13
Father Sergius,Leo Tolstoy,Good Press,2.31,3.3,6
Bunyan,James Anthony Froude,Good Press,0.57,3.95,6
"Ruins and Old Trees, Associated with Memorable Events in English History",Mary Roberts,Good Press,2.31,3.03,3
Evelina,Frances  Burney,Good Press,2.31,3.2,4
Lovers' Vows,Elizabeth Inchbald,Good Press,2.31,4.0,87
History of the Incas,Pedro Sarmiento de Gamboa,Good Press,2.31,4.0,15
Commercial Geography,Jacques W. Redway,Good Press,0.57,3.44,41
"The History of Currency, 1252 to 1896",William Arthur Shaw,Good Press,2.31,4.4,1
An epistle to the clergy of the southern states,Sarah Moore Grimké,Good Press,2.31,4.59,1
A Short And Easy Method of Prayer,Jeanne Marie Bouvier de La Motte Guyon,Good Press,2.31,2.2,3
Muslim Sociology for Human Rights,Milena Rampoldi,epubli,4.05,3.33,3
The Hundredth Monkey,Jr. Ken Keyes,Good Press,2.31,3.6,3
"Prince Rupert, the Buccaneer",Charles John Cutcliffe Wright Hyne,Good Press,2.31,3.7,13
The Aquarian Gospel of Jesus the Christ,Levi H. Dowling,Good Press,2.31,3.7,1
The Boarding School; Lessons of a Preceptress to Her Pupils,Hannah Webster Foster,Good Press,0.57,2.6,2
A Book of Saints and Wonders according to the Old Writings and the Memory of the People of Ireland,Lady Gregory,Good Press,2.31,5.0,1
A Knight of the Nineteenth Century,Edward Payson Roe,Good Press,0.57,3.7,3
Decisive Battles Since Waterloo,Thomas Wallace Knox,Good Press,2.31,2.91,47
Federal Preparedness Circular 65,U.S. Department of Homeland Security,Good Press,2.31,1.9,5
Egyptian Birds,Charles Whymper,Good Press,2.31,2.75,19
Shameless Wayne,Sutcliffe Halliwell,Good Press,2.31,3.6,106
The Hungry Heart,David Graham Phillips,Good Press,2.31,5.0,1
My .75: Reminiscences of a Gunner of a .75m/ m Battery in 1914,Paul Lintier,Good Press,2.31,3.67,18
On the Existence of Active Oxygen,Edward Harrison Keiser,Good Press,2.31,3.3,15
Fairy Gold,Christian Reid,Good Press,2.31,2.2,1
Myths and Folk-lore of the Timiskaming Algonquin and Timagami Ojibwa,Frank G. Speck,Good Press,2.31,4.7,1
The Moon: A Popular Treatise,Garrett Putman Serviss,Good Press,2.31,4.5,1
The Vampire of the Continent,E. Graf Reventlow,Good Press,2.31,5.0,1
The Hidden Self,William James,Good Press,2.31,4.8,1
Myths and Folk-lore of the Timiskaming Algonquin and Timagami Ojibwa,Frank G. Speck,Good Press,2.31,5.0,2
The Moon: A Popular Treatise,Garrett Putman Serviss,Good Press,2.31,3.5,4
The Vampire of the Continent,E. Graf Reventlow,Good Press,2.31,4.98,1
Like Another Helen,Sydney C. Grier,Good Press,2.31,3.8,1
Why We Love Music,Carl E. Seashore,Good Press,2.31,3.6,2
Of Vulgarity,John Ruskin,Good Press,2.31,2.14,1
On the Iron at Big Cloud,Frank Lucius Packard,Good Press,2.31,2.8,5
The Prodigal Son,Hall Sir Caine,Good Press,2.31,4.4,52
Samantha in Europe,Marietta Holley,Good Press,2.31,3.6,1
The Burial of the Rats,Bram Stoker,Good Press,2.31,4.63,16
Ten Years in Washington: Inside Life and Scenes in Our National Capital as a Woman Sees Them,Mary Clemmer,Good Press,2.31,3.5,20
Conversations on the Plurality of Worlds,M. de Fontenelle,Good Press,2.31,3.9,10
"The Texas Hawks; or, The Strange Decoy",Jos. E. Badger,Good Press,2.31,4.4,1
"Samantha Among the Colored Folks: ""My Ideas on the Race Problem""",Marietta Holley,Good Press,2.31,3.7,3
A Concise Practical Treatise on Artificial Fly Fishing for Trout,Grey Drake,Good Press,2.31,3.7,2
"Historical Record of the Sixty-first, or the South Gloucestershire Regiment of Foot",Cannon Richard,Good Press,2.31,3.9,14
The Fighter,Albert Payson Terhune,Good Press,2.31,2.25,1
The Wolfe of Badenoch,Thomas Dick Sir Lauder,Good Press,2.31,2.52,2
Mountain Paths,Maurice Maeterlinck,Good Press,2.31,4.11,40
The Dispossessed Generation,,Saqi Books,23.64,4.5,17
The American Claimant,Mark Twain,Good Press,0.57,4.1,1
Daughters of Destiny,L. Frank Baum,Good Press,0.57,3.81,8
"Statistical, Historical and Political Description of the Colony of New South Wales",William Charles Wentworth,Good Press,2.31,3.77,1
Pole Baker,Will N. Harben,Good Press,0.57,3.4,12
The High Toby,H. B. Marriott Watson,Good Press,2.31,4.1,6
Bible Animals,J. G. Wood,Good Press,2.31,4.97,1
Anne of the Island,L. M. Montgomery,Good Press,2.31,4.56,1
Mr. Punch's Irish Humour in Picture and Story,Various  ,Good Press,0.57,3.3,4
The Great Boer War,Arthur Conan Doyle,Good Press,0.57,4.1,4
The Polity of the Athenians and the Lacedaemonians,Xenophon,Good Press,2.31,3.3,27
Japan: An Attempt at Interpretation,Lafcadio Hearn,Good Press,2.31,4.34,3
The Literature and History of New Testament Times,J. Gresham Machen,Good Press,2.31,3.6,15
Ancient Britain and the Invasions of Julius Caesar,T. Rice Holmes,Good Press,2.31,4.86,1
"The Life of Galileo Galilei, with Illustrations of the Advancement of Experimental Philosophy",John Elliot Drinkwater Bethune,Good Press,0.57,4.7,25
"Mary of Burgundy; or, The Revolt of Ghent",G. P. R. James,Good Press,2.31,5.0,1
Mornings in Florence,John Ruskin,Good Press,2.31,5.0,1
Pottery of the ancient Pueblos. (1886 N 04 / 1882-1883 (pages 257-360)),William Henry Holmes,Good Press,2.31,3.6,3
The Exemplary Novels of Cervantes,Miguel de Cervantes Saavedra,Good Press,2.31,3.2,4
History of the Twelfth West Virginia Volunteer Infantry,William active 19th century Hewitt,Good Press,2.31,3.3,1
The Telescope,Louis Bell,Good Press,0.57,3.0,19
Civil War and Reconstruction in Alabama,Walter L. Fleming,Good Press,2.31,3.86,1
"30,000 on the Hoof",Zane Grey,Good Press,2.31,2.8,1
Mistress Pat,Lucy Maud Montgomery,Good Press,2.31,3.54,1
Tales of Old Japan,Algernon Bertram Freeman-Mitford Baron Redesdale,Good Press,2.31,3.8,17
At the Sign of the Silver Flagon,B. L. Farjeon,Good Press,0.57,4.2,5
"The Art of Logical Thinking; Or, The Laws of Reasoning",William Walker Atkinson,Good Press,0.57,3.7,63
Famous Fights of Indian Native Regiments,Reginald Hodder,Good Press,0.57,3.8,16
Drowsy,John Ames Mitchell,Good Press,0.57,4.97,14
"Kaffir, Kangaroo, Klondike: Tales of the Gold Fields",Thad. W. H. Leavitt,Good Press,0.57,2.5,1
The Autobiography of Charles Darwin,Charles Darwin,Good Press,2.31,3.59,6
The Blind Musician,Vladimir Galaktionovich Korolenko,Good Press,0.57,5.0,1
"Letters Written During a Short Residence in Sweden, Norway, and Denmark",Mary  Wollstonecraft,Good Press,0.57,3.35,2
Tales of Old Japan,Algernon Bertram Freeman-Mitford Baron Redesdale,Good Press,2.31,4.1,1
Famous Fights of Indian Native Regiments,Reginald Hodder,Good Press,0.57,2.71,2
At the Sign of the Silver Flagon,B. L. Farjeon,Good Press,0.57,5.0,1
"The Art of Logical Thinking; Or, The Laws of Reasoning",William Walker Atkinson,Good Press,0.57,4.2,16
Songs of Kabir,Kabir,Good Press,2.31,3.2,63
Wood-working for Beginners: A Manual for Amateurs,Charles G. Wheeler,Good Press,2.31,4.0,17
Grasses: A Handbook for use in the Field and Laboratory,H. Marshall Ward,Good Press,2.31,4.8,1
The Well at the World's End: A Tale,William Morris,Good Press,0.57,3.1,3
Mr. Punch in Wig and Gown: The Lighter Side of Bench and Bar,Various  ,Good Press,2.31,3.5,8
Victor's Triumph,Emma Dorothy Eliza Nevitte Southworth,Good Press,0.57,4.1,89
The Last Laird of MacNab,Various  ,Good Press,0.57,3.9,10
Biographical Sketches of the Generals of the Continental Army of the Revolution,Mary Theresa Leiter,Good Press,0.57,5.0,4
"Arguments of Celsus, Porphyry, and the Emperor Julian, Against the Christians","Cornelius Tacitus, Flavius Josephus, Porphyry, active 180 Celsus, Emperor of Rome Julian, Siculus Diodorus",Good Press,2.31,3.7,9
The Story of the Malakand Field Force: An Episode of Frontier War,Winston Churchill,Good Press,2.31,3.5,2
"Letters to His Son, Complete",Earl of Philip Dormer Stanhope Chesterfield,Good Press,2.31,5.0,1
Carpentry for Boys,James Slough Zerbe,Good Press,2.31,2.3,1
"Faust; a Tragedy, Translated from the German of Goethe",Johann Wolfgang von Goethe,Good Press,0.57,3.8,1
Following the Equator: A Journey Around the World,Mark Twain,Good Press,0.57,3.0,12
"Tradition, Principally with Reference to Mythology and the Law of Nations",John Francis Arundell Baron Arundell of Wardour,Good Press,0.57,2.5,1
The Tragical History of Doctor Faustus,Christopher Marlowe,Good Press,0.57,5.0,4
Hyde Park from Domesday-book to Date,John Ashton,Good Press,0.57,5.0,1
Plutarch's Morals,Plutarch,Good Press,2.31,4.2,24
Morals and Dogma of the Ancient and Accepted Scottish Rite of Freemasonry,Albert Pike,Good Press,2.31,4.37,24
"Pen Pictures, of Eventful Scenes and Struggles of Life",B. F. Craig,Good Press,0.57,3.51,67
Steam Locomotive Construction and Maintenance,Ernest Leopold Ahrons,Good Press,2.31,4.3,45
"Memoirs, Correspondence and Manuscripts of General Lafayette",marquis de Marie Joseph Paul Yves Roch Gilbert Du Motier Lafayette,Good Press,2.89,2.93,1
The Revolutions of Portugal,Abbé de Vertot,Good Press,2.31,3.8,38
The Economist,Xenophon,Good Press,2.31,2.7,5
The Life of Man,Leonid Andreyev,Good Press,0.57,4.2,2
"With Clive in India; Or, The Beginnings of an Empire",G. A. Henty,Good Press,2.31,4.4,2
Christopher Quarles: College Professor and Master Detective,Percy James Brebner,Good Press,0.57,5.0,1
