title,author,publisher,price,rating,ratings_count
A Study In Scarlet,Arthur Conan Doyle,Aniara,9.26,5.0,1
The Rosicrucian Cosmo-Conception,Max Heindel,Aroha,33.61,3.1,3
The Science of Being Well,Wallace Delois Wattles,Aroha,33.61,5.0,5
Pride and prejudice,Jane Austen,Edicions Perelló,8.1,3.0,2
The Barmanager,Marc Hoppelmaster,epubli,3.47,1.5,1
Reset: The truth about our holographic existence.,Udo Reitter,epubli,23.18,2.92,1
The Flowing Dao,Steve Brandl,epubli,2.89,3.8,7
The land of milk and honey,Coraline Reymont-Bafier (en),epubli,5.79,3.6,29
"Hear, mortals",Conde Marcos Pejacsevich,Metrópolis Libros,10.42,4.2,22
Complete Works of H. G. Wells,H. G. Wells,Zenith Crescent Moon Press,1.15,4.4,1
The Complete Works of William Shakespeare,William Shakespeare,Zenith Crescent Moon Press,1.15,4.3,1
The Complete Works of Edith Wharton,Edith Wharton,Zenith Crescent Moon Press,1.15,2.9,2
Honoré de Balzac The Collected Works,Оноре де Бальзак,Zenith Crescent Moon Press,1.15,3.0,1
50 Masterpieces you have to read before you die vol: 1,"D. H. Lawrence, George Eliot, Joseph Conrad, Leo Tolstoy",Zenith Crescent Moon Press,1.15,1.6,1
30 Suspense and Thriller Masterpieces,"Edgar Rice Burroughs, Marcel Allain, Allen Grant, John Buchan",Zenith Crescent Moon Press,1.15,3.4,13
Alice In Wonderland,Lewis Carroll,Zenith Crescent Moon Press,1.15,3.7,23
The Complete Works of Lewis Carroll,Lewis Carroll,Zenith Crescent Moon Press,1.15,3.5,1
10 Classics Western Stories,"Samuel  Merwin, Frederic Homer Balch, Bret Harte, B. M. Bower, Marah Ellis Ryan, Andy Adams, Washington Irving, James Fenimore Cooper",Zenith Crescent Moon Press,1.15,3.5,3
Aristotle's Complete Works,Aristotle,Zenith Crescent Moon Press,1.15,4.43,4
Complete Works of Ambrose Bierce,Ambrose Bierce,Zenith Crescent Moon Press,1.15,4.6,4
The Complete Novels of Bram Stoker,Bram Stoker,Zenith Crescent Moon Press,1.15,3.31,15
The Complete Novels Of The Bronte Sisters,"Emily Brontë, Anne Bronte, Charlotte Bronte",Zenith Crescent Moon Press,1.15,3.8,55
50 Masterpieces you have to read before you die vol: 2,"Edwin A. Abbott, Jane Austen, Joseph Conrad, Louisa may Alcott",Zenith Crescent Moon Press,1.15,2.64,1
"Роды Eucyclops Claus, 1893, Isocyclops Kiefer, 1957 и Stygocyclops Pleša, 1971 (Copepoda: Cyclopoida). Определитель мировой фауны / Genera Eucyclops Claus, 1893, Isocyclops Kiefer, 1957 and Stygocyclops Pleša, 1971 (Copepoda: Cyclopoida). Identification guide of the world fauna",В. Р. Алексеев,,4.31,3.5,1
Dracula / Дракула,Bram Stoker,,1.96,3.7,9
A Clockwork Orange / Заводной апельсин,Anthony Burgess,,1.96,1.0,1
The Witches of Eastwick / Иствикские ведьмы,John Updike,,1.72,5.0,5
Life expectancy begins to fall,Tom Sastry,Nine Arches Press,12.74,3.33,4
German Unlocked. Your Complete Guide to B2 Proficiency,Аlexander Chekhanovski,,2.47,5.0,1
Operating Instructions for the Planet “Earth”,Oleg Neprin,,2.47,3.8,18
The Deserters,Mathias Enard,Fitzcarraldo Editions,12.51,1.0,1
Simple Embroidery: 35 projects to make,Laura Strutt,Cico Books,20.86,3.9,26
The Hardest Passage,Maxine Anderson,Karnac Books,20.74,3.5,5
Juana the Mad:  A Queen's Struggle for Sovereignty,Juana Suárez,epubli,23.18,4.2,1
In Lenin's Shadow? Nadezhda Krupskaya and the Revolution,Oleg Sirokin,epubli,23.18,4.7,5
Francisco Antonio  de Almeida: The Baroque Virtuoso,Joao Rigoberto,epubli,23.18,3.65,1
The Arsène Lupin Collection,Maurice Leblanc,Zenith Crescent Moon Press,1.15,3.0,4
The Hollow Needle,Maurice Leblanc,Zenith Crescent Moon Press,1.15,3.7,18
The Crystal Stopper,Maurice Leblanc,Zenith Crescent Moon Press,1.15,4.9,1
The Confessions of Arsène Lupin,Maurice Leblanc,Zenith Crescent Moon Press,1.15,4.2,5
The Eight Strokes of the Clock,Maurice Leblanc,Zenith Crescent Moon Press,1.15,3.4,1
"Arsène Lupin, Gentleman-Burglar",Maurice Leblanc,Zenith Crescent Moon Press,1.15,4.1,43
The Secret of Sarek,Maurice Leblanc,Zenith Crescent Moon Press,1.15,4.4,1
The Secret Tomb,Maurice Leblanc,Zenith Crescent Moon Press,1.15,4.0,11
The Golden Triangle,Maurice Leblanc,Zenith Crescent Moon Press,1.15,3.2,4
30 Mystery & Investigation,"Wilkie Collins, Arthur Conan Doyle, Gilbert Keith",Zenith Crescent Moon Press,1.15,4.51,1
10 MASTERPIECES OF COMEDY,"D. H. Lawrence, Charles Dickens, Jane Austen, Jonathan Swift",Zenith Crescent Moon Press,1.15,3.1,1
The Woman of Mystery,Maurice Leblanc,Zenith Crescent Moon Press,1.15,3.96,1
The teeth of the tiger,Maurice Leblanc,Zenith Crescent Moon Press,1.15,4.0,20
Arsène Lupin versus Herlock Sholmes,Maurice Leblanc,Zenith Crescent Moon Press,1.15,4.4,5
Lose Weight Habits it's Easy!,Sarah. Leneart,LoseWeightHabits,1.15,2.4,1
The Pilgrim's Progress,John Bunyan,Zenith Crescent Moon Press,1.15,4.8,1
Macbeth,William Shakespeare,Zenith Crescent Moon Press,1.15,4.7,3
Othello,William Shakespeare,Zenith Crescent Moon Press,1.15,4.8,1
The Pickwick Papers,Charles Dickens,Zenith Crescent Moon Press,1.15,5.0,1
The Scarlet Letter,Nathaniel Hawthorne,Zenith Crescent Moon Press,1.15,3.89,1
The Raven,Edgar Allan Poe,Zenith Crescent Moon Press,1.15,2.11,1
Utopia,Thomas More,Zenith Crescent Moon Press,1.15,4.31,4
The Kama Sutra,Vatsyayana  ,Zenith Crescent Moon Press,1.15,4.07,129
Think and Grow Rich,Napoleon Hill,Zenith Crescent Moon Press,1.15,3.3,1
Treasure Island,Robert Louis Stevenson,Zenith Crescent Moon Press,1.15,4.05,1
The Jungle,Upton  Sinclair,Zenith Crescent Moon Press,1.15,4.5,1
A Room of One's Own,Virginia Woolf,Zenith Crescent Moon Press,1.15,5.0,4
The Mark on the Wall,Virginia Woolf,Zenith Crescent Moon Press,1.15,4.7,4
The Duchess and the Jeweller,Virginia Woolf,Zenith Crescent Moon Press,1.15,2.5,1
Between the Acts,Virginia Woolf,Zenith Crescent Moon Press,1.15,3.9,2
The Legend of Sleepy Hollow,Washington Irving,Zenith Crescent Moon Press,1.15,5.0,20
"20,000 Leagues Under the Sea",Jules Verne,Zenith Crescent Moon Press,1.15,4.98,1
The New Dress,Virginia Woolf,Zenith Crescent Moon Press,1.15,3.0,23
The Waves,Virginia Woolf,Zenith Crescent Moon Press,1.15,2.8,1
To The Lighthouse,Virginia Woolf,Zenith Crescent Moon Press,1.15,3.99,13
Orlando,Virginia Woolf,Zenith Crescent Moon Press,1.15,2.5,1
The Practice of the Presence of God,Brother Lawrence,Zenith Crescent Moon Press,1.15,2.6,1
THE TEMPEST,William Shakespeare,Zenith Crescent Moon Press,1.15,3.39,14
White Nights,Fyodor Dostoevsky,Zenith Crescent Moon Press,1.15,3.7,24
The Woman in White,Wilkie Collins,Zenith Crescent Moon Press,1.15,1.0,1
Hamlet,William Shakespeare,Zenith Crescent Moon Press,1.15,3.77,1
A Midsummer Night's Dream,William Shakespeare,Zenith Crescent Moon Press,1.15,3.4,4
Awesome Animals of Europe and the United Kingdom,Tamra B.  Orr,Curious Fox Books,4.93,3.98,2
21 Futures: Financial Fallout,21 Authors,21 Futures,10.42,3.62,1
The Haunter of the Dark,H.P. Lovecraft,Legorreta,33.61,1.9,5
Parachute Cord Craft,"Samantha Grenier, Pepperell Braiding Company",Design Originals,14.81,4.05,12
secret doctrine,Helena Petrovna Blavatsky,Aroha,33.61,4.9,1
Theosophy,Rudolf Steiner,Aroha,33.61,2.3,1
The Shadow Out of Time,H.P. Lovecraft,Legorreta,33.61,4.1,80
Diamonds Are Forever / Бриллианты навсегда,Ian Fleming,,1.59,4.24,34
Doctor No / Доктор Ноу,Ian Fleming,,1.59,4.2,30
Greek Mythology for Kids,Sasha Zimin,,4.94,3.49,2
Highland Jewel,"May McGoldrick, Jan Coffey",Book Duo Creative,8.1,2.3,4
Highland Sword,"May McGoldrick, Jan Coffey",Book Duo Creative,8.68,3.22,18
The Book of Lost Hours,Hayley Gelfuso,Atlantic Books,16.22,3.4,1
Facing Infinity,Jonas Enander,Atlantic Books,16.22,4.04,1
Climbing in Heels,Elaine Goldsmith-Thomas,Corvus,8.1,4.0,41
Deadwood,Peter Cozzens,Atlantic Books,16.22,4.7,1
Handpalm,Pushpita Awasthi,novum publishing,18.54,2.6,1
From night to dawn,Louisa Rose,novum publishing,19.7,3.4,3
Hogla-Krazu,Namor Glofre,novum publishing,27.81,2.95,15
Lost Love Songs,Ingrid Persaud,Faber & Faber,18.54,3.7,22
Say it Out Loud,Ashley Schumacher,Bedford Square Publishers,11.58,2.33,8
"Hello, Transcriber",Hannah Morrissey,No Exit Press,11.58,3.9,1
The Masked Band,Bernard O'Keeffe,Muswell Press,13.9,5.0,1
A woman from the past,Ева Султан,,3.07,5.0,22
Highland Crown,"May McGoldrick, Jan Coffey",Book Duo Creative,8.1,3.41,3
Rift Valley Fever,Hugh Cran,Merlin Unwin Books,9.73,4.8,3
"The Farnese Empire: Ambition, Politics, and Patronage in the Renaissance",Ricardo Fiore,epubli,23.18,5.0,1
The Tarot-Astrology  Nexus: A Guide to Cosmic Wisdom,Rainer Olmer,epubli,23.18,3.14,14
Homeopathy for Cats:  A Holistic Approach to Feline Wellness,Louis Henley,epubli,23.18,3.9,20
The Last Hope of the Habsburgs: Crown Prince Rudolf's Journey,Ferdinand von Arx,epubli,23.18,4.01,1
Trial by Fire:  The Last Grand Master and the End of the Knights Templar,Laurent Fennley,epubli,23.18,3.5,13
San Marino:  The Timeless Republic,Giovanni Rinaldi,epubli,23.18,4.3,11
Empire and Resistance: The Tsarist Conquest of 19th-Century Georgia,Leonid Usmanov,epubli,23.18,3.9,2
Mileva Marić: The Forgotten Scientist,Uma Witting,epubli,23.18,2.83,13
Primary Health Care-Myth or Reality,"Herminio Raúl Rojo, Emiliano Lucas Rojo",Editorial Autores de Argentina,27.81,4.66,1
Mary,Anthony J. Kelly,ATF Press,15.93,2.9,2
The Blue Lagoon / Голубая лагуна,Henry De Vere Stacpoole,,1.72,4.3,46
Goldfinger / Годфингер,Ian Fleming,,1.59,3.8,4
Thunderball / Шаровая молния,Ian Fleming,,1.59,2.8,16
Live and let die / Живи и дай умереть,Ian Fleming,,1.59,5.0,1
One Flew over the Cuckoo's Nest / Пролетая над гнездом кукушки,Ken Kesey,,1.72,4.0,4
The Innocence of Father Brown / Неведение отца Брауна,Gilbert Keith Chesterton,,1.72,3.7,20
The Uncomfortable Truth about South Africa's Agriculture,"Wandile Sihlobo, Johann Kirsten",Tracey McDonald Publishers,15.64,3.1,16
The Faerie Queene,Edmund Spenser,Zenith Crescent Moon Press,1.15,2.7,20
Captain Blood: His Odyssey / Одиссея капитана Блада,Rafael Sabatini,,1.72,3.7,6
Once Upon a Time in America (The Hoods) / Однажды в Америке (Бандиты),Гарри Грей,,2.59,3.9,16
Loving evil into goodness,Gerd Reuter,novum publishing,20.86,3.94,3
The Runes' Way,Nadja Dittgen,novum publishing,18.54,4.4,1
A Guilty Victim,Toby Ingham,Karnac Books,20.74,3.3,20
The Latehomecomer,Mavis  Gallant,Pushkin Press,12.51,3.5,3
"Conflict and Agreement in the Church, Volume 2",Jean Rilliet,James Clarke & Co,30.62,3.87,13
"AI dilemma, is art still real? When machines create, who owns the work?",Roger Menzi,epubli,23.18,3.4,2
Revelation and Reconciliation,Stephen N. Williams,James Clarke & Co,30.62,4.93,1
The Elements of Style,William Strunk Jr.,Zenith Crescent Moon Press,1.15,2.93,1
The Enchiridion,Epictetus,Zenith Crescent Moon Press,1.15,4.2,5
The Canterbury Tales,Geoffrey Chaucer,Zenith Crescent Moon Press,1.15,3.3,17
The Wonderful Wizard of Oz,L. Frank Baum,Zenith Crescent Moon Press,1.15,3.2,19
The Night Before Christmas,Clement-Clarke Moore,Zenith Crescent Moon Press,1.15,4.9,4
The Merry Adventures of Robin Hood,Howard Pyle,Zenith Crescent Moon Press,1.15,4.2,6
The Interior Castle,Teresa of Avila,Zenith Crescent Moon Press,1.15,4.08,17
The Adventures of Tom Sawyer,Mark Twain,Zenith Crescent Moon Press,1.15,3.9,1
The Fall of the House of Usher,Edgar Allan Poe,Zenith Crescent Moon Press,1.15,4.0,1
The Awakening,Kate Chopin,Zenith Crescent Moon Press,1.15,5.0,1
The Adventures of Huckleberry Finn,Mark Twain,Zenith Crescent Moon Press,1.15,2.5,3
The Kalevala,Элиас Лённрот,Zenith Crescent Moon Press,1.15,4.11,12
Esfera civil y semántica de la disputa política,Nelson Arteaga Botello,Facultad Latinoamericana de Ciencias,9.26,3.61,2
Jacket,Ева Султан,,3.07,5.0,12
The Phantom Principality: Gregor MacGregor and the Great Colonial Hoax,Arthur MacIntosh,epubli,23.18,3.0,9
Mastering TOGAF:  A Step-by-Step Guide to Enterprise Architecture Excellence,Frank J. Howler,epubli,23.18,3.3,19
The Gate to Infinity,Lao zi,epubli,1.15,2.3,1
Condemnation (STAR-DUST 23),Jens F. Simon,epubli,1.15,5.0,1
Intelligence,C. - A. Rebaf,epubli,5.21,1.9,1
The Wealth of Nations: Mansa Musa and the Mali Empire,Ibrahim Sissoko,epubli,23.18,3.6,1
Original People of the Stars (STAR-DUST 22),Jens F. Simon,epubli,1.15,4.4,1
Alien Walk (STAR-DUST 25),Jens F. Simon,epubli,1.15,5.0,1
Alternating Worlds (STAR-DUST 24),Jens F. Simon,epubli,1.15,4.2,4
The Analects,Confucius,Zenith Crescent Moon Press,1.15,2.6,1
The System of the World,Isaac Newton,Zenith Crescent Moon Press,1.15,3.7,10
The Unreliable Nature Writer,Claire Carroll,Scratch Books,10.42,3.9,15
Death of a Dealer,D.P. Hart-Davis,Merlin Unwin Books,11.12,4.0,2
Intelligence,C. - A. Rebaf,epubli,8.1,2.3,1
German Enlightenment at Revolution's Dawn,"Christoph Martin Wieland, Johann Gottfried Herder",epubli,4.05,5.0,1
The old Worcester jug,Thorne Eglanton,epubli,1.15,3.3,1
The city in the sea,Henry De Vere Stacpoole,epubli,1.15,4.1,4
The Jungle Book,Rudyard Kipling,Zenith Crescent Moon Press,1.15,4.1,4
The Art of War,Sun Tzu,Zenith Crescent Moon Press,1.15,5.0,3
The Charterhouse of Parma,Stendhal,Zenith Crescent Moon Press,1.15,3.6,1
The Red Badge of Courage,Stephen Crane,Zenith Crescent Moon Press,1.15,4.3,14
The Red and the Black,Stendhal,Zenith Crescent Moon Press,1.15,3.5,5
The Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,Zenith Crescent Moon Press,1.15,4.2,1
Letters from a Stoic,Seneca,Zenith Crescent Moon Press,1.15,2.5,1
Siddhartha,Hermann Hesse,Zenith Crescent Moon Press,1.15,4.6,1
Ivanhoe,Walter Scott,Zenith Crescent Moon Press,1.15,3.6,5
Twelve Years a Slave ,Solomon Northup,Zenith Crescent Moon Press,1.15,4.4,53
Robinson Crusoe,Daniel Defoe,Zenith Crescent Moon Press,1.15,3.49,2
The Most Dangerous Game,Richard Connell,Zenith Crescent Moon Press,1.15,3.3,2
Hillbilly Elegy,J. D. Vance,HarperCollins Publishers,9.86,4.6,6
The Thirty-Nine Steps. Selected Stories / 39 ступеней. Избранные новеллы,John Buchan,,1.59,3.56,3
Остров сокровищ / Treasure Island. Уровень 1,Robert Louis Stevenson,,3.07,5.0,1
Conversations with Rilke,Maurice Betz,Pushkin Press Classics,11.12,3.5,1
Anna and the Angel,Eleanor Williams,Parthian Books,6.96,5.0,3
Bush Meat,Mandy Sutter,Parthian Books,2.77,4.7,1
Festival of the Ghost,João Morais,Parthian Books,4.16,4.1,23
Basketball,Lucy Jane Bledsoe,Gemma Open Door for Literacy,5.79,3.4,4
Barn Cat,Kyoko Mori,Gemma Open Door for Literacy,5.79,4.1,3
Forever and Ever,David  Elliott,Gemma Open Door for Literacy,5.79,5.0,5
The Orchard,Catherine Temma Davidson,Gemma Open Door for Literacy,5.79,2.4,1
The Other,Laurie Foos,Gemma Open Door for Literacy,5.79,2.5,2
The Spy,Suzanne Kamata,Gemma Open Door for Literacy,5.79,4.2,125
The Tiger's Back,David  Elliott,Gemma Open Door for Literacy,5.79,3.21,1
The Possibility of Lions,Marta Maretich,Gemma Open Door for Literacy,5.79,4.0,16
The Transcriber,Kristen Witucki,Gemma Open Door for Literacy,5.79,3.5,43
The Yellow House on Summer Street,Alice Savage,Gemma Open Door for Literacy,5.79,3.3,1
The Two-Wheeled Detective,Susan Thompson,Gemma Open Door for Literacy,5.79,3.5,1
Queen Serene,Greta Gorsuch,Gemma Open Door for Literacy,5.79,3.03,3
The Bear Suit,Marta Maretich,Gemma Open Door for Literacy,5.79,1.8,2
Spin Cycles,Charles Coe K.,Gemma Open Door for Literacy,5.79,4.23,3
The Cell Phone Lot,Greta Gorsuch,Gemma Open Door for Literacy,5.79,2.8,1
The Museum of Oddities,Susan Thompson,Gemma Open Door for Literacy,5.79,5.0,2
The Giant Baby,Laurie Foos,Gemma Open Door for Literacy,5.79,2.76,1
The Night Telephone,Greta Gorsuch,Gemma Open Door for Literacy,5.79,4.6,20
Time with Leo,John Bliss,Gemma Open Door for Literacy,5.79,4.3,3
Toast,Laurie Foos,Gemma Open Door for Literacy,5.79,3.5,1
Training Days,May-lee Chai,Gemma Open Door for Literacy,5.79,3.0,1
Yankee Doodle,Loretta Welch,Gemma Open Door for Literacy,5.79,3.88,2
Velocity,Rebecca Rolland,Gemma Open Door for Literacy,5.79,1.7,5
Mona,Alice Savage,Gemma Open Door for Literacy,5.79,3.1,25
A Full Circle,R. Timothy Rush,Gemma Open Door for Literacy,5.79,4.7,3
Jackie Robinson,Joseph Schuster,Gemma Open Door for Literacy,5.79,3.7,2
No Stopping Her,Rebecca Elswick,Gemma Open Door for Literacy,5.79,3.8,12
One Season in the Sun,Joseph Schuster,Gemma Open Door for Literacy,5.79,5.0,1
Key City on the River,Greta Gorsuch,Gemma Open Door for Literacy,5.79,2.51,2
Newcomers,Greta Gorsuch,Gemma Open Door for Literacy,5.79,3.2,1
Pirates on Dinosaur Island,Mark Edwards,Gemma Open Door for Literacy,5.79,3.6,54
Post Office on the Tokaido,Greta Gorsuch,Gemma Open Door for Literacy,5.79,3.5,3
A Girls' Guide to the Islands,Suzanne Kamata,Gemma Open Door for Literacy,5.79,4.9,1
American Lion,R. Timothy Rush,Gemma Open Door for Literacy,5.79,3.8,2
Airport,Wingo Perseus,Gemma Open Door for Literacy,5.79,4.57,1
Bake Sale,Suzanne Kamata,Gemma Open Door for Literacy,5.79,2.1,1
The Canterville Ghost,Oscar Wilde,Zenith Crescent Moon Press,1.15,3.56,1
The Federalist Papers,Publius,Zenith Crescent Moon Press,1.15,3.0,1
Narrative of the Life of Frederick Douglass,Frederick  Douglass,Zenith Crescent Moon Press,1.15,4.01,1
The Book of Five Rings,Miyamoto Musashi,Zenith Crescent Moon Press,1.15,1.0,1
The Republic,Plato  ,Zenith Crescent Moon Press,1.15,5.0,1
My Bondage and My Freedom,Frederick  Douglass,Zenith Crescent Moon Press,1.15,3.98,1
The Nutcracker and the Mouse King,Ernst Hoffmann,Zenith Crescent Moon Press,1.15,5.0,1
The Prince,Niccolo Machiavelli,Zenith Crescent Moon Press,1.15,3.2,1
The Gift of the Magi,O. Henry,Zenith Crescent Moon Press,1.15,4.7,19
Northanger Abbey,Jane Austen,Zenith Crescent Moon Press,1.15,5.0,1
Jo's Boys,Louisa may Alcott,Zenith Crescent Moon Press,1.15,4.12,19
The Law of Success,Napoleon Hill,Zenith Crescent Moon Press,1.15,3.5,27
Of Time and the River,Thomas Wolfe,Zenith Crescent Moon Press,1.15,3.95,1
Little Men,Louisa may Alcott,Zenith Crescent Moon Press,1.15,2.6,3
Moral letters to Lucilius,Lucius Annaeus Seneca,Zenith Crescent Moon Press,1.15,4.3,5
Don Quixote,Miguel De Cervantes,Zenith Crescent Moon Press,1.15,4.8,5
The Mathematical Principles of Natural Philosophy,Isaac Newton,Zenith Crescent Moon Press,1.15,3.5,1
A long awaited winter,Jerry B. Marchant,,2.46,5.0,30
Christina and the boys,Amy Le Feuvre,epubli,1.15,2.6,1
The old Stanfield house,Lucy Ellen Guernsey,epubli,1.15,3.9,3
Rhoda's education,Lucy Ellen Guernsey,epubli,1.15,4.01,11
My heart's in the Highlands,Amy Le Feuvre,epubli,1.15,4.62,5
The Book Brawal,Ilse Schwaiger,epubli,1.15,4.6,5
Frankenstein,Mary Shelley,Zenith Crescent Moon Press,1.15,4.9,1
The Death of Ivan Ilyich,Leo Tolstoy,Zenith Crescent Moon Press,1.15,4.1,5
Life on the Mississippi,Mark Twain,Zenith Crescent Moon Press,1.15,4.4,1
Meditations,Marcus Antoninus Aurelius,Zenith Crescent Moon Press,1.15,3.7,1
War and Peace,Leo Tolstoy,Zenith Crescent Moon Press,1.15,4.4,2
A Connecticut Yankee in King Arthur's Court,Mark Twain,Zenith Crescent Moon Press,1.15,2.1,12
Little Women,Louisa may Alcott,Zenith Crescent Moon Press,1.15,4.9,5
Mansfield Park,Jane Austen,Zenith Crescent Moon Press,1.15,3.8,28
The Prophet,Kahlil Gibran,Zenith Crescent Moon Press,1.15,4.2,11
The Communist Manifesto,Карл Генрих Маркс,Zenith Crescent Moon Press,1.15,3.8,5
Tao Te Ching,Laozi,Zenith Crescent Moon Press,1.15,3.5,11
Anna Karenina,Leo Tolstoy,Zenith Crescent Moon Press,1.15,3.73,1
Juvenilia - Volume I,Jane Austen,Zenith Crescent Moon Press,1.15,4.55,5
Hell called life,Mortuus Somniator,,1.23,4.1,3
The lost self,Madina Fedosova,,5.23,4.6,2
"Letters from the North. War at the Arctic Circle, 1941 – 1944",Yakov Shafirovich,,,3.9,1
What’s time o’clock? #9. Poetry for kids,Catherine Zueva,,4.94,4.7,1
The Bridges of Madison County / Мосты округа Мэдисон,Роберт Джеймс Уоллер,,1.59,3.4,4
Orlando. A Biography / Орландо,Virginia Woolf,,1.59,2.7,1
Little Ants Adventures. Stories for kids,Valerio Larcheni,,1.18,4.2,1
Italian for Beginners: A Step-by-Step Guide,Аlexander Chekhanovski,,2.72,5.0,3
Rilke alive. Tolstoy and Russia. Dialogues on Art,"Vladislav Tsylyov, Maurice Betz",,1.73,5.0,1
Scars. Fringe Walkers,Damantha Makarova,,0.25,2.9,1
Mythology and Algorithms of Consciousness. Correct Thinking is the Key to Spiritual Health,Alexey Tolstykh,,1.23,3.0,88
Adventures of the Moon Bunny,Mikhail Romanovich Belyaev,,2.47,4.8,1
Ancient Legends,Tatiana Edel,,2.47,4.78,5
The transition,Stephan de Groote,novum publishing,18.54,3.5,1
Logged Off,Therese Loreskär,Aniara,12.74,4.2,4
(Not) a perfect crime,Stephan Funke,novum publishing,19.7,4.1,7
The Book of Enoch,Anonymous,Aroha,33.61,5.0,1
Meditations,Marcus Antoninus Aurelius,Aroha,33.61,3.6,13
Dubliners,James Joyce,Zenith Crescent Moon Press,1.15,5.0,5
On the Makaloa Mat,Jack London,Zenith Crescent Moon Press,1.15,4.2,5
Ulysses,James Joyce,Zenith Crescent Moon Press,1.15,2.8,1
Moonfleet,John Meade Falkner,Zenith Crescent Moon Press,1.15,3.8,1
Paradise Lost,John Milton,Zenith Crescent Moon Press,1.15,5.0,1
Gulliver's Travels,Jonathan Swift,Zenith Crescent Moon Press,1.15,3.92,1
Pride and Prejudice,Jane Austen,Zenith Crescent Moon Press,1.15,4.4,20
Sense and Sensibility,Jane Austen,Zenith Crescent Moon Press,1.15,4.5,19
Three Men in a Boat,Jerome Klapka Jerome,Zenith Crescent Moon Press,1.15,2.93,1
Juvenilia – Volume III,Jane Austen,Zenith Crescent Moon Press,1.15,4.0,1
An Outcast of the Islands,Joseph Conrad,Zenith Crescent Moon Press,1.15,2.0,1
Lord Jim,Joseph Conrad,Zenith Crescent Moon Press,1.15,4.2,1
Juvenilia Volume II,Jane Austen,Zenith Crescent Moon Press,1.15,2.9,56
Persuasion,Jane Austen,Zenith Crescent Moon Press,1.15,5.0,5
Quite funny poems,Christian Gaspari Adam,novum publishing,23.18,4.81,4
The Emerald Tablet,Hermes Trismegistus,Aroha,33.61,3.1,16
Splash!,Alan  MacDonald,Little Tiger Press,8.34,4.4,5
Modern Soviet Architecture and Design,Vladimir Mulenok,,3.32,3.57,1
Narcisstic halfwits,Hans Kroll,novum publishing,18.54,4.3,1
"Jeanne, Elèn & Paul",Ruth Vogelsang,novum publishing,18.54,4.1,3
The Fall of the House of Usher: Selected Stories / Падение дома Ашеров: Избранные рассказы,Edgar Allan Poe,,1.59,5.0,1
Jurassic Park / Парк Юрского периода,Michael Crichton,,1.96,3.0,4
Narrative Exposure Therapy (NET) For Survivors of Traumatic Stress,"Thomas Bartholomew Elbert, Frank Neuner, Maggie Schauer",Hogrefe Publishing,61.12,3.8,35
When the Mirror Cracks,"May McGoldrick, Jan Coffey",Book Duo Creative,9.26,3.9,1
Sakina's Kiss,Vivek Shanbhag,Faber & Faber,16.22,3.72,44
The Terrible Changes,Joel  Lane,INFLUX PRESS,8.34,3.31,1
Weaving Dawn,Tanja Veil,epubli,5.79,3.5,49
The Story of Doctor Dolittle,Hugh Lofting,Zenith Crescent Moon Press,1.15,5.0,4
Peter Pan,J.M.  Barrie,Zenith Crescent Moon Press,1.15,3.75,16
Before Adam,Jack London,Zenith Crescent Moon Press,1.15,2.9,5
The Sea Wolf,Jack London,Zenith Crescent Moon Press,1.15,4.1,86
Supernatural Horror in Literature,Howard Phillips Lovecraft,Zenith Crescent Moon Press,1.15,5.0,1
The Scarlet Plague,Jack London,Zenith Crescent Moon Press,1.15,4.89,11
White Fang,Jack London,Zenith Crescent Moon Press,1.15,4.47,17
The Son of the Wolf,Jack London,Zenith Crescent Moon Press,1.15,4.1,8
The Deerslayer,James Fenimore Cooper,Zenith Crescent Moon Press,1.15,3.17,3
The Call Of the Wild,Jack London,Zenith Crescent Moon Press,1.15,3.4,68
The Game,Jack London,Zenith Crescent Moon Press,1.15,3.0,5
The Little Lady of the Big House,Jack London,Zenith Crescent Moon Press,1.15,4.3,1
The Iron Heel,Jack London,Zenith Crescent Moon Press,1.15,3.7,1
The Soccer Coach's Toolkit,Rob Ellis,Meyer & Meyer Sport,26.66,3.9,93
The Head Of A Murderer: Crime Novel,Alfred Bekker,Alfredbooks,3.47,4.1,11
The Crow's Inn tragedy,Annie Haynes,epubli,1.15,3.81,1
A Time of terror,Douglas Morey Ford,epubli,1.73,2.83,1
Silicon,Helmut Albert,epubli,5.79,3.5,1
Let's Talk About It | English Learning Podcast,Иван Серебряков,Английский по-Британски,,3.96,70
Did God Really? Say,Heino Weidmann,epubli,15.06,3.17,1
Colorful tales from the animal kingdom,Bernadette Plank,novum publishing,27.81,4.3,3
Dandelion Wine / Вино из одуванчиков,Ray Douglas Bradbury,,1.72,5.0,2
"A strange, meaningless life",Johannes Hroner,novum publishing,17.38,2.5,5
The story of the blue crocodile,"Clemens Glaser, Susanne Zimmerl",novum publishing,22.02,2.4,4
Outnumbered,Malou Theisen,novum publishing,19.7,3.1,12
Jane Eyre. An Autobiography / Джейн Эйр. Автобиография,Charlotte Bronte,,1.72,4.0,5
